ID;Implementing Partner;Lead Office;Type of Project;Project Title;Province_CODE;Municipality_CODE;Barangay;Status;Beneficiaries;Beneficiary_type
1511;PRC, IFRC, NZAID, SingRC, Local Donors;DMS;Disaster Response;Typhoon Lawin Emergency Response Operations;250;25012;Bacneng;Completed;;families
1512;PRC, IFRC, NZAID, SingRC, Local Donors;DMS;Disaster Response;Typhoon Lawin Emergency Response Operations;250;25012;Balete;Completed;;families
1513;PRC, IFRC, NZAID, SingRC, Local Donors;DMS;Disaster Response;Typhoon Lawin Emergency Response Operations;250;25012;Baliling;Completed;;families
1514;PRC, IFRC, NZAID, SingRC, Local Donors;DMS;Disaster Response;Typhoon Lawin Emergency Response Operations;250;25012;Bantinan;Completed;;families
1515;PRC, IFRC, NZAID, SingRC, Local Donors;DMS;Disaster Response;Typhoon Lawin Emergency Response Operations;250;25012;Baracbac;Completed;;families
1516;PRC, IFRC, NZAID, SingRC, Local Donors;DMS;Disaster Response;Typhoon Lawin Emergency Response Operations;250;25012;Buyasyas;Completed;;families
1517;PRC, IFRC, NZAID, SingRC, Local Donors;DMS;Disaster Response;Typhoon Lawin Emergency Response Operations;250;25012;Poblacion;Completed;;families
1518;PRC, IFRC, NZAID, SingRC, Local Donors;DMS;Disaster Response;Typhoon Lawin Emergency Response Operations;250;25012;Tactac;Completed;;families
1519;PRC, IFRC, NZAID, SingRC, Local Donors;DMS;Disaster Response;Typhoon Lawin Emergency Response Operations;250;25012;Villaflores;Completed;;families
1520;IFRC;DMS;Disaster Preparedness;PRC Capacity Building for RC 143 in Province of Sorsogon;562;56215;Salvacion;Completed;;community
1521;IFRC;DMS;Disaster Preparedness;PRC Capacity Building for RC 143 in Province of Sorsogon;562;56215;San Bartolome,;Completed;;community
1522;IFRC;DMS;Disaster Preparedness;PRC Capacity Building for RC 143 in Province of Sorsogon;562;56215;San Eugenio;Completed;;community
1523;IFRC;DMS;Disaster Preparedness;PRC Capacity Building for RC 143 in Province of Sorsogon;562;56215;San Rafae;Completed;;community
1524;IFRC;DMS;Disaster Preparedness;PRC Capacity Building for RC 143 in Province of Sorsogon;562;56215;San Sebastian;Completed;;community
1525;IFRC;DMS;Disaster Preparedness;PRC Capacity Building for RC 143 in Province of Sorsogon;562;56215;Poblacion IV;Completed;;community
1526;IFRC;DMS;Disaster Preparedness;PRC Capacity Building for RC 143 in Province of Sorsogon;562;56215;San Antonio;Completed;;community
1527;PRC, IFRC, NZAID, SingRC, Local Donors;DMS;Disaster Response;Typhoon Lawin Emergency Response Operations;1481;148107;Barocboc;Completed;90;families
1528;PRC, IFRC, NZAID, SingRC, Local Donors;DMS;Disaster Response;Typhoon Lawin Emergency Response Operations;1481;148107;Consuelo;Completed;;families
1529;PRC, IFRC, NZAID, SingRC, Local Donors;DMS;Disaster Response;Typhoon Lawin Emergency Response Operations;1481;148107;Emiliana;Completed;;families
1530;PRC, IFRC, NZAID, SingRC, Local Donors;DMS;Disaster Response;Typhoon Lawin Emergency Response Operations;1481;148107;Imelda;Completed;;families
1531;PRC, IFRC, NZAID, SingRC, Local Donors;DMS;Disaster Response;Typhoon Lawin Emergency Response Operations;1481;148107;Malekkeg;Completed;;families
1532;PRC, IFRC, NZAID, SingRC, Local Donors;DMS;Disaster Response;Typhoon Lawin Emergency Response Operations;1481;148107;Marcela;Completed;;families
1533;PRC, IFRC, NZAID, SingRC, Local Donors;DMS;Disaster Response;Typhoon Lawin Emergency Response Operations;1481;148107;Nueva;Completed;;families
1534;PRC, IFRC, NZAID, SingRC, Local Donors;DMS;Disaster Response;Typhoon Lawin Emergency Response Operations;1481;148107;Panay;Completed;;families
1535;PRC, IFRC, NZAID, SingRC, Local Donors;DMS;Disaster Response;Typhoon Lawin Emergency Response Operations;1481;148107;San Antonio;Completed;;families
1536;PRC, IFRC, NZAID, SingRC, Local Donors;DMS;Disaster Response;Typhoon Lawin Emergency Response Operations;1481;148107;San Carlos;Completed;;families
1537;PRC, IFRC, NZAID, SingRC, Local Donors;DMS;Disaster Response;Typhoon Lawin Emergency Response Operations;1481;148107;San Juan;Completed;;families
1538;PRC, IFRC, NZAID, SingRC, Local Donors;DMS;Disaster Response;Typhoon Lawin Emergency Response Operations;1481;148107;San Mariano;Completed;;families
1539;PRC, IFRC, NZAID, SingRC, Local Donors;DMS;Disaster Response;Typhoon Lawin Emergency Response Operations;1481;148107;Sipa;Completed;;families
1540;PRC, IFRC, NZAID, SingRC, Local Donors;DMS;Disaster Response;Typhoon Lawin Emergency Response Operations;231;23134;Bangad;Completed;304;families
1541;PRC, IFRC, NZAID, SingRC, Local Donors;DMS;Disaster Response;Typhoon Lawin Emergency Response Operations;231;23134;Buenavista;Completed;;families
1542;PRC, IFRC, NZAID, SingRC, Local Donors;DMS;Disaster Response;Typhoon Lawin Emergency Response Operations;231;23134;Calamagui North;Completed;;families
1543;PRC, IFRC, NZAID, SingRC, Local Donors;DMS;Disaster Response;Typhoon Lawin Emergency Response Operations;231;23134;Divisoria;Completed;;families
1544;PRC, IFRC, NZAID, SingRC, Local Donors;DMS;Disaster Response;Typhoon Lawin Emergency Response Operations;231;23134;Naganaccan;Completed;;families
1545;PRC, IFRC, NZAID, SingRC, Local Donors;DMS;Disaster Response;Typhoon Lawin Emergency Response Operations;231;23134;Poblacion 1;Completed;;families
1546;PRC, IFRC, NZAID, SingRC, Local Donors;DMS;Disaster Response;Typhoon Lawin Emergency Response Operations;231;23134;Poblacion 3;Completed;;families
1547;PRC, IFRC, NZAID, SingRC, Local Donors;DMS;Disaster Response;Typhoon Lawin Emergency Response Operations;231;23134;Quigabian;Completed;;families
1548;PRC, IFRC, NZAID, SingRC, Local Donors;DMS;Disaster Response;Typhoon Lawin Emergency Response Operations;231;23134;San Antonio;Completed;;families
1549;PRC, IFRC, NZAID, SingRC, Local Donors;DMS;Disaster Response;Typhoon Lawin Emergency Response Operations;231;23134;San Isidro East;Completed;;families
1550;PRC, IFRC, NZAID, SingRC, Local Donors;DMS;Disaster Response;Typhoon Lawin Emergency Response Operations;231;23134;San Isidro West;Completed;;families
1551;PRC, IFRC, NZAID, SingRC, Local Donors;DMS;Disaster Response;Typhoon Lawin Emergency Response Operations;231;23134;San Rafael East;Completed;;families
1552;PRC, IFRC, NZAID, SingRC, Local Donors;DMS;Disaster Response;Typhoon Lawin Emergency Response Operations;215;21526;Virginia;Completed;;families
1553;PRC, IFRC, NZAID, SingRC, Local Donors;DMS;Disaster Response;Typhoon Lawin Emergency Response Operations;231;23136;Ammugauan;Completed;75;families
1554;PRC, IFRC, NZAID, SingRC, Local Donors;DMS;Disaster Response;Typhoon Lawin Emergency Response Operations;231;23136;Antagan;Completed;;families
1555;PRC, IFRC, NZAID, SingRC, Local Donors;DMS;Disaster Response;Typhoon Lawin Emergency Response Operations;231;23136;Bagutari;Completed;;families
1556;PRC, IFRC, NZAID, SingRC, Local Donors;DMS;Disaster Response;Typhoon Lawin Emergency Response Operations;231;23136;Biga Occidental;Completed;;families
1557;PRC, IFRC, NZAID, SingRC, Local Donors;DMS;Disaster Response;Typhoon Lawin Emergency Response Operations;231;23136;Biga Oriental;Completed;;families
1558;PRC, IFRC, NZAID, SingRC, Local Donors;DMS;Disaster Response;Typhoon Lawin Emergency Response Operations;231;23136;Bubug;Completed;;families
1559;PRC, IFRC, NZAID, SingRC, Local Donors;DMS;Disaster Response;Typhoon Lawin Emergency Response Operations;231;23136;Calinaoan Malasin;Completed;;families
1560;PRC, IFRC, NZAID, SingRC, Local Donors;DMS;Disaster Response;Typhoon Lawin Emergency Response Operations;231;23136;Calinaoan Norte;Completed;;families
1561;PRC, IFRC, NZAID, SingRC, Local Donors;DMS;Disaster Response;Typhoon Lawin Emergency Response Operations;231;23136;Calinauan Centro;Completed;;families
1562;PRC, IFRC, NZAID, SingRC, Local Donors;DMS;Disaster Response;Typhoon Lawin Emergency Response Operations;231;23136;Canogan Abajo Sur;Completed;;families
1563;PRC, IFRC, NZAID, SingRC, Local Donors;DMS;Disaster Response;Typhoon Lawin Emergency Response Operations;231;23136;Canogan Alto;Completed;;families
1564;PRC, IFRC, NZAID, SingRC, Local Donors;DMS;Disaster Response;Typhoon Lawin Emergency Response Operations;231;23136;Canogan Norte;Completed;;families
1565;PRC, IFRC, NZAID, SingRC, Local Donors;DMS;Disaster Response;Typhoon Lawin Emergency Response Operations;231;23136;Malapagay;Completed;;families
1566;PRC, IFRC, NZAID, SingRC, Local Donors;DMS;Disaster Response;Typhoon Lawin Emergency Response Operations;231;23136;San Rafael Abajo;Completed;;families
1567;PRC, IFRC, NZAID, SingRC, Local Donors;DMS;Disaster Response;Typhoon Lawin Emergency Response Operations;231;23136;San Rafael Alto;Completed;;families
1568;PRC, IFRC, NZAID, SingRC, Local Donors;DMS;Disaster Response;Typhoon Lawin Emergency Response Operations;231;23136;San Roque;Completed;;families
1569;PRC, IFRC, NZAID, SingRC, Local Donors;DMS;Disaster Response;Typhoon Lawin Emergency Response Operations;231;23136;San Vicente;Completed;;families
1570;German Red Cross, FFO;DMS;Disaster Risk Reduction;Strengthening capacity for Conflict-sensitive Preparedness in Vulnerable Communties in Mindanao (Consent DRR);1035;103519;Mabugnao;Ongoing;677;individuals
1571;German Red Cross, FFO;DMS;Disaster Risk Reduction;Strengthening capacity for Conflict-sensitive Preparedness in Vulnerable Communties in Mindanao (Consent DRR);1035;103519;Maito Salug;Ongoing;714;individuals
1572;German Red Cross, FFO;DMS;Disaster Risk Reduction;Strengthening capacity for Conflict-sensitive Preparedness in Vulnerable Communties in Mindanao (Consent DRR);1035;103519;Mala Salug;Ongoing;1197;individuals
1573;German Red Cross, FFO;DMS;Disaster Risk Reduction;Strengthening capacity for Conflict-sensitive Preparedness in Vulnerable Communties in Mindanao (Consent DRR);1035;103519;Mala Salug;Ongoing;149;individuals
1574;German Red Cross, FFO;DMS;Disaster Risk Reduction;Strengthening capacity for Conflict-sensitive Preparedness in Vulnerable Communties in Mindanao (Consent DRR);1035;103519;Mapurog;Ongoing;911;individuals
1575;German Red Cross, FFO;DMS;Disaster Risk Reduction;Strengthening capacity for Conflict-sensitive Preparedness in Vulnerable Communties in Mindanao (Consent DRR);1035;103519;Mapurog;Ongoing;188;individuals
1576;German Red Cross, FFO;DMS;Disaster Risk Reduction;Strengthening capacity for Conflict-sensitive Preparedness in Vulnerable Communties in Mindanao (Consent DRR);1035;103519;Pancilan;Ongoing;968;individuals
1577;German Red Cross, FFO;DMS;Disaster Risk Reduction;Strengthening capacity for Conflict-sensitive Preparedness in Vulnerable Communties in Mindanao (Consent DRR);1035;103519;Pancilan;Ongoing;166;individuals
1578;German Red Cross, FFO;DMS;Disaster Risk Reduction;Strengthening capacity for Conflict-sensitive Preparedness in Vulnerable Communties in Mindanao (Consent DRR);1035;103519;Poblacion;Ongoing;5035;individuals
1579;German Red Cross, FFO;DMS;Disaster Risk Reduction;Strengthening capacity for Conflict-sensitive Preparedness in Vulnerable Communties in Mindanao (Consent DRR);1035;103519;Poblacion;Ongoing;906;individuals
1580;German Red Cross, FFO;DMS;Disaster Risk Reduction;Strengthening capacity for Conflict-sensitive Preparedness in Vulnerable Communties in Mindanao (Consent DRR);1035;103519;Sapad;Ongoing;1150;individuals
1581;German Red Cross, FFO;DMS;Disaster Risk Reduction;Strengthening capacity for Conflict-sensitive Preparedness in Vulnerable Communties in Mindanao (Consent DRR);1035;103519;Sapad;Ongoing;423;individuals
1582;IFRC;DMS;Disaster Risk Reduction;Community Based Disaster Risk Reduction and Management Project;606;60615;Abiera;Completed;;community
1583;IFRC;DMS;Disaster Risk Reduction;Community Based Disaster Risk Reduction and Management Project;606;60615;Alegre;Completed;;community
1584;IFRC;DMS;Disaster Risk Reduction;Community Based Disaster Risk Reduction and Management Project;606;60615;Idio;Completed;;community
1585;German Federal Foreign Office, German Red Cross;DMS;Disaster Risk Reduction;Strengthening Disaster Risk Reduction Capacities and Mechanisms in the province of Capiz Philippines;619;61916;Bangon Bangon;Ongoing;1414;individuals
1586;German Federal Foreign Office, German Red Cross;DMS;Disaster Risk Reduction;Strengthening Disaster Risk Reduction Capacities and Mechanisms in the province of Capiz Philippines;619;61916;Capuyhan;Ongoing;607;individuals
1587;German Federal Foreign Office, German Red Cross;DMS;Disaster Risk Reduction;Strengthening Disaster Risk Reduction Capacities and Mechanisms in the province of Capiz Philippines;619;61916;Cogon;Ongoing;1164;individuals
1588;German Federal Foreign Office, German Red Cross;DMS;Disaster Risk Reduction;Strengthening Disaster Risk Reduction Capacities and Mechanisms in the province of Capiz Philippines;619;61916;Cogon;Ongoing;166;individuals
1589;German Federal Foreign Office, German Red Cross;DMS;Disaster Risk Reduction;Strengthening Disaster Risk Reduction Capacities and Mechanisms in the province of Capiz Philippines;619;61916;Dayhagon;Ongoing;866;individuals
1590;German Federal Foreign Office, German Red Cross;DMS;Disaster Risk Reduction;Strengthening Disaster Risk Reduction Capacities and Mechanisms in the province of Capiz Philippines;619;61916;Dayhagon;Ongoing;112;individuals
1591;German Federal Foreign Office, German Red Cross;DMS;Disaster Risk Reduction;Strengthening Disaster Risk Reduction Capacities and Mechanisms in the province of Capiz Philippines;619;61916;Guintas;Ongoing;150;individuals
1592;German Federal Foreign Office, German Red Cross;DMS;Disaster Risk Reduction;Strengthening Disaster Risk Reduction Capacities and Mechanisms in the province of Capiz Philippines;619;61916;Guintas;Ongoing;882;individuals
1593;German Federal Foreign Office, German Red Cross;DMS;Disaster Risk Reduction;Strengthening Disaster Risk Reduction Capacities and Mechanisms in the province of Capiz Philippines;619;61916;Bangon Bangon;Ongoing;138;individuals
1594;German Federal Foreign Office, German Red Cross;DMS;Disaster Risk Reduction;Strengthening Disaster Risk Reduction Capacities and Mechanisms in the province of Capiz Philippines;619;61916;Mangoso;Ongoing;2211;individuals
1595;German Federal Foreign Office, German Red Cross;DMS;Disaster Risk Reduction;Strengthening Disaster Risk Reduction Capacities and Mechanisms in the province of Capiz Philippines;619;61916;Mangoso;Ongoing;338;individuals
1596;German Federal Foreign Office, German Red Cross;DMS;Disaster Risk Reduction;Strengthening Disaster Risk Reduction Capacities and Mechanisms in the province of Capiz Philippines;619;61916;Matangcong;Ongoing;1155;individuals
1597;German Federal Foreign Office, German Red Cross;DMS;Disaster Risk Reduction;Strengthening Disaster Risk Reduction Capacities and Mechanisms in the province of Capiz Philippines;619;61916;Matangcong;Ongoing;113;individuals
1598;German Federal Foreign Office, German Red Cross;DMS;Disaster Risk Reduction;Strengthening Disaster Risk Reduction Capacities and Mechanisms in the province of Capiz Philippines;619;61916;Poblacion Norte;Ongoing;1190;individuals
